#group,name,redirector,dataset,nevts,xsec
data,EGamma_Run2018A,/cmsxrootd-site.fnal.gov/,/EGamma/Run2018A-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,339013231,1
data,EGamma_Run2018B,/cmsxrootd-site.fnal.gov/,/EGamma/Run2018B-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,153792795,1
data,EGamma_Run2018C,/cmsxrootd-site.fnal.gov/,/EGamma/Run2018C-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,147827904,1
data,EGamma_Run2018D,/cmsxrootd-site.fnal.gov/,/EGamma/Run2018D-UL2018_MiniAODv2_NanoAODv9-v3/NANOAOD,751952860,1
data,SingleMuon_Run2018A,/cmsxrootd-site.fnal.gov/,/SingleMuon/Run2018A-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,241608232,1
data,SingleMuon_Run2018B,/cmsxrootd-site.fnal.gov/,/SingleMuon/Run2018B-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,119918017,1
data,SingleMuon_Run2018C,/cmsxrootd-site.fnal.gov/,/SingleMuon/Run2018C-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,109986009,1
data,SingleMuon_Run2018D,/cmsxrootd-site.fnal.gov/,/SingleMuon/Run2018D-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,513909894,1
#data,DoubleMuonA,/cmsxrootd-site.fnal.gov/,/DoubleMuon/Run2018A-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,75491789,1
#data,DoubleMuonB,/cmsxrootd-site.fnal.gov/,/DoubleMuon/Run2018B-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,35057758,1
#data,DoubleMuonC,/cmsxrootd-site.fnal.gov/,/DoubleMuon/Run2018C-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,34565869,1
#data,DoubleMuonD,/cmsxrootd-site.fnal.gov/,/DoubleMuon/Run2018D-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,168600679,1
